Channel_1,Channel_2,Channel_3,Channel_4
0.000000,-227.204544,54.993198,-42.186169
0.000000,5.155829,5.857263,-232.096069
0.000000,-30.989796,-121.013580,-78.826775
0.000000,-180.780624,-127.394684,-18.127365
0.000000,-16.276108,-73.840881,-144.969833
0.000000,92.302750,83.491600,-75.215363
0.000000,-0.662965,-121.213463,-190.438889
0.000000,-5.277999,-105.297127,-74.222061
0.000000,-255.847733,-133.609680,-41.951950
0.000000,24.653103,34.816765,-132.642807
0.000000,77.935791,33.964172,-84.786743
0.000000,22.391357,-145.132294,-85.516640
0.000000,-68.575478,-106.854057,-54.484890
0.000000,-289.438019,-154.752899,-92.831619
0.000000,36.841412,6.791379,-130.646561
0.000000,-211.151672,77.446159,-155.809875
0.000000,-13.568225,10.584300,-110.536087
0.000000,-69.798874,-99.481956,-39.257172
0.000000,-284.392456,-130.416351,-87.780220
0.000000,-263.251953,0.512278,-76.958534
0.000000,41.006813,38.773594,-15.573674
0.000000,-18.914524,-187.919830,-98.300575
0.000000,-118.818268,-120.846352,-87.943626
0.000000,17.976223,-112.306496,-99.470543
0.000000,99.375343,79.621056,-54.938721
0.000000,79.999710,43.975746,-101.501625
0.000000,-19.751019,-179.427277,-90.244888
0.000000,-121.410049,-120.611076,17.891748
0.000000,14.933716,-157.121231,-132.551361
0.000000,117.792755,73.532066,-54.979015
0.000000,30.138348,48.715595,-140.516678
0.000000,-59.803001,-143.685425,-116.864937
0.000000,-233.492920,-143.987137,-28.184044
0.000000,25.760780,-207.499542,-128.372375
0.000000,-233.624100,41.935196,-82.042061
0.000000,1.205330,17.273958,-194.758072
0.000000,-33.626045,-107.052338,-69.799805
0.000000,84.494080,-109.051262,-32.347858
0.000000,51.590096,-71.107910,-156.158524
0.000000,114.508507,84.344315,-87.466606
0.000000,2.188041,-44.827507,-155.529358
0.000000,-71.936134,-81.461937,-73.750000
0.000000,-255.211090,-148.743134,-58.675900
0.000000,13.014938,43.717213,-115.856766
0.000000,88.497116,41.199276,-206.027191
0.000000,3.254701,-210.035873,-130.859421
0.000000,-58.085625,-126.533836,-49.709908
0.000000,-289.076477,-163.556854,-111.125587
0.000000,61.850639,64.282982,-80.381393
0.000000,74.576950,57.892830,-136.757462
0.000000,-12.229856,-120.622635,-109.879791
0.000000,-165.758484,-74.364807,-14.466705
0.000000,32.460541,-150.291565,-115.932907
0.000000,-251.387833,34.222641,-98.733589
0.000000,32.304443,24.257895,-136.832794
0.000000,-17.309572,-110.697701,-81.490913
0.000000,-120.633575,-116.490097,-4.187780
0.000000,33.827766,-107.491600,-155.444519
0.000000,-200.952972,77.086067,-73.669189
0.000000,17.105860,30.680046,-78.107635
0.000000,-7.425501,-63.675201,-71.245773
0.000000,-191.393967,-109.993134,-23.324312
0.000000,52.073399,-47.800968,-123.627548
0.000000,109.082649,47.284374,-99.134094
0.000000,16.611668,32.851536,-168.859573
0.000000,-60.552410,-110.622246,-85.485840
0.000000,-239.498489,-138.149918,-30.851273
0.000000,2.873283,-13.687152,-143.944550
0.000000,-202.743912,67.814682,-73.109970
0.000000,13.543848,-144.079086,-117.070389
0.000000,-32.640015,-92.341942,-63.034618
0.000000,51.058414,-143.663376,-74.840492
0.000000,69.529770,7.100063,-122.106361
0.000000,82.032501,40.164032,-57.302307
0.000000,-12.176874,-53.289101,-131.812897
0.000000,-82.485428,-116.716125,-94.328186
0.000000,-37.177525,-160.865875,-90.052185
0.000000,-237.690292,11.940509,-119.562210
0.000000,67.683739,38.579079,-174.637848
0.000000,-19.923689,-84.369171,-123.532242
0.000000,-131.683411,-114.973221,-24.217985
0.000000,23.168888,-126.376717,-115.899353
0.000000,78.724464,46.150261,-90.476494
0.000000,14.397969,14.545338,-147.651184
0.000000,-51.305508,-130.349121,-98.162125
0.000000,-143.723145,-83.324699,-36.973156
0.000000,-4.215579,-118.206581,-119.647682
0.000000,88.314850,55.670635,-82.880157
0.000000,29.672184,26.591961,-135.315002
0.000000,-13.388554,-97.852028,-71.150352
0.000000,-262.165314,-142.122879,-47.676296
0.000000,16.483801,-69.383492,-145.497223
0.000000,109.598724,66.345558,-78.946815
0.000000,22.723440,32.054634,-75.668015
0.000000,-69.296005,-121.047287,-66.246834
0.000000,80.117599,-146.134338,-52.414604
0.000000,46.360119,-47.010925,-127.640465
0.000000,107.572540,49.384808,-77.180618
