Channel_1,Channel_2,Channel_3,Channel_4
-0.000000,169.316803,168.621368,113.052246
0.000000,169.274017,168.575699,112.995140
-0.000000,169.172028,168.499161,112.847740
0.000000,169.130753,168.527802,112.783981
0.000000,169.198441,168.639420,112.881714
-0.000000,169.255707,168.750931,112.830597
0.000001,169.301331,168.812866,112.756447
0.000000,169.296951,168.914978,112.758057
0.000000,169.312820,169.056091,112.825119
0.000000,169.256058,169.123016,112.848297
-0.000000,169.204742,169.101288,112.833397
-0.000000,169.302780,169.018616,112.767181
-0.000000,169.423813,169.028824,112.716087
-0.000000,169.365509,169.111832,112.709656
0.000001,169.313995,169.139114,112.801216
0.000000,169.271683,169.168274,112.912529
0.000001,169.198593,169.202728,112.881287
0.000001,169.081558,169.083313,112.770966
0.000000,168.993393,168.888077,112.713600
0.000000,169.060730,168.837036,112.745049
-0.000000,169.129669,168.829971,112.741432
-0.000001,169.242905,168.852768,112.773109
-0.000001,169.300293,168.839188,112.769325
0.000000,169.332397,168.852341,112.726852
-0.000001,169.358856,168.853485,112.718498
0.000000,169.386765,168.908585,112.849388
0.000001,169.312851,169.008774,112.853378
0.000000,169.285721,169.101013,112.784302
-0.000001,169.396973,169.181839,112.713493
0.000001,169.564545,169.217743,112.615654
-0.000000,169.723312,169.339203,112.619667
-0.000001,169.836777,169.477814,112.670433
0.000001,169.760666,169.497406,112.662048
0.000000,169.700607,169.437180,112.593575
0.000001,169.759583,169.454041,112.660759
-0.000001,169.776978,169.499786,112.749405
0.000001,169.642471,169.437469,112.823677
0.000001,169.522476,169.360596,112.851479
-0.000000,169.439240,169.359497,112.834991
-0.000001,169.423218,169.375427,112.844650
-0.000000,169.530136,169.424042,112.994446
-0.000001,169.656387,169.512253,113.062393
0.000000,169.643295,169.492508,113.011337
0.000000,169.540726,169.457031,113.032310
-0.000000,169.540451,169.436584,113.118309
0.000000,169.544067,169.362518,113.134270
-0.000001,169.522903,169.320114,113.111359
0.000000,169.530945,169.331924,113.136032
0.000001,169.436707,169.354736,113.221146
-0.000001,169.412201,169.400726,113.284996
-0.000001,169.533096,169.472153,113.403137
0.000000,169.557053,169.448517,113.405090
0.000001,169.387283,169.209900,113.266037
-0.000002,169.254395,169.004776,113.173210
0.000000,169.159317,168.839569,113.109291
-0.000000,169.258545,168.865662,113.211380
-0.000001,169.393890,168.868881,113.243095
-0.000001,169.408264,168.915405,113.219543
-0.000001,169.255829,168.861298,113.094635
-0.000000,169.145004,168.796341,113.004883
0.000001,169.279236,168.851257,113.082825
0.000001,169.395523,168.980240,113.204491
0.000001,169.302917,169.111267,113.301254
0.000000,169.077332,169.052963,113.278244
0.000000,168.998276,169.041565,113.277458
0.000001,169.013992,169.057831,113.342499
0.000001,169.007614,169.142624,113.337418
-0.000001,169.045471,169.237045,113.267479
0.000000,168.979294,169.187561,113.138741
-0.000001,168.876877,169.118103,113.066154
-0.000001,168.786240,168.980270,113.062439
0.000000,168.584305,168.962112,113.120422
-0.000000,168.455383,168.938202,113.046181
0.000001,168.426834,168.784363,112.900856
-0.000001,168.460892,168.691376,112.824898
0.000001,168.537720,168.705414,112.851830
-0.000001,168.603622,168.693649,112.973778
0.000001,168.726639,168.723587,113.105812
0.000001,168.795517,168.743225,113.108162
-0.000000,168.779877,168.689133,113.009651
-0.000000,168.885635,168.711746,113.098930
-0.000000,168.981262,168.834824,113.121727
-0.000000,168.981613,168.998154,113.074295
-0.000000,169.011780,169.052139,113.120834
-0.000001,168.853485,169.001984,113.097565
0.000000,168.741287,169.006119,113.162491
-0.000000,168.688965,168.919754,113.252541
0.000000,168.599777,168.777115,113.318413
0.000001,168.569458,168.741898,113.401428
-0.000000,168.583862,168.747818,113.432838
0.000000,168.682297,168.684845,113.459999
-0.000000,168.787277,168.666397,113.522751
0.000001,168.899170,168.692810,113.453171
-0.000000,168.943893,168.697250,113.324623
-0.000000,168.897690,168.713470,113.343353
-0.000000,168.898819,168.838501,113.557732
0.000000,168.956329,168.916016,113.651718
0.000000,169.002380,168.895569,113.627625
0.000000,169.126770,168.985504,113.690239
-0.000000,169.243820,169.176147,113.805550
0.000000,169.341873,169.358185,113.848740
0.000001,169.357040,169.420425,113.762627
-0.000001,169.287918,169.401749,113.654945
0.000000,169.271927,169.281738,113.574730
-0.000000,169.369385,169.193344,113.411003
-0.000000,169.489349,169.321487,113.408615
-0.000000,169.548019,169.336746,113.385582
-0.000001,169.556610,169.320892,113.337166
-0.000001,169.591858,169.271454,113.411118
0.000000,169.570999,169.090988,113.464500
0.000000,169.629410,169.136642,113.549225
0.000000,169.683151,169.133713,113.537140
0.000001,169.717728,169.056610,113.490921
-0.000001,169.749374,168.919754,113.423615
-0.000000,169.671539,168.825317,113.441620
0.000001,169.545044,168.765579,113.413399
-0.000000,169.567154,168.808533,113.462585
0.000001,169.680618,168.948975,113.541435
-0.000000,169.751099,169.066544,113.630943
0.000001,169.768250,169.075562,113.710716
-0.000000,169.757904,169.032959,113.676086
-0.000000,169.724167,168.985626,113.577309
-0.000001,169.833130,168.970673,113.512215
0.000000,169.900879,168.899429,113.439835
0.000000,169.879120,168.761826,113.282349
0.000000,169.863144,168.750687,113.155098
0.000000,169.929214,168.821808,113.074440
0.000000,169.919388,168.935516,113.021400
0.000000,169.935928,168.967728,112.968948
-0.000000,169.932236,168.946747,112.947594
0.000000,169.841904,168.881119,112.947807
0.000000,169.832214,168.824966,112.915527
0.000000,169.769485,168.865692,112.885002
0.000000,169.608063,168.806381,112.845726
-0.000000,169.531769,168.687256,112.812263
-0.000000,169.631973,168.702255,113.030083
0.000000,169.675873,168.730377,113.246765
0.000000,169.614441,168.677872,113.304718
0.000000,169.609482,168.690613,113.323959
-0.000000,169.628159,168.661652,113.311638
-0.000000,169.648972,168.616196,113.433723
0.000000,169.620178,168.577377,113.574364
-0.000000,169.785385,168.713562,113.774010
-0.000000,170.076660,168.942993,114.049484
0.000000,170.188492,168.950470,114.117035
-0.000000,170.159149,168.862640,113.966660
-0.000000,170.098129,168.872131,113.811119
-0.000000,170.140839,168.968872,113.782745
-0.000000,170.300751,169.166153,113.898521
-0.000000,170.424576,169.256195,113.999847
0.000000,170.568222,169.240250,114.048027
0.000000,170.629868,169.306168,114.029045
-0.000000,170.617798,169.378922,113.935318
0.000000,170.562744,169.487167,113.918808
0.000000,170.546585,169.558243,113.872253
-0.000000,170.525787,169.458038,113.764587
0.000000,170.465378,169.397980,113.682785
0.000000,170.472855,169.454620,113.692253
0.000000,170.443176,169.496002,113.673569
-0.000000,170.286118,169.381531,113.571365
0.000000,170.036560,169.160583,113.407433
0.000000,169.914642,169.009201,113.308067
-0.000000,169.934021,168.981079,113.308220
0.000000,169.943863,168.918991,113.302940
0.000000,170.017197,168.989700,113.352058
0.000000,170.028381,169.034546,113.383316
-0.000000,170.060532,169.046753,113.381989
0.000000,170.108505,169.046432,113.303383
-0.000000,170.109833,169.015854,113.202759
0.000000,170.024292,168.954514,113.125908
0.000000,169.982605,168.916672,113.116020
0.000000,169.955109,168.981354,113.175163
0.000000,170.021423,169.026047,113.179451
0.000000,170.049118,168.938080,113.093430
0.000000,169.988846,168.881805,113.059204
0.000000,169.893814,168.807846,113.032707
-0.000000,169.893692,168.759827,113.115730
0.000000,169.962753,168.766205,113.224464
-0.000000,169.939606,168.762695,113.258751
-0.000000,169.905640,168.815292,113.286736
0.000001,169.788391,168.858734,113.252388
-0.000001,169.653900,168.845200,113.223412
-0.000000,169.678543,168.848129,113.271912
0.000000,169.720718,168.776917,113.289490
-0.000000,169.645996,168.681381,113.254227
-0.000001,169.521484,168.593506,113.179054
0.000000,169.435211,168.617340,113.058235
-0.000000,169.431229,168.650482,112.954094
-0.000001,169.445877,168.600220,112.919601
0.000000,169.523056,168.546066,112.999428
0.000000,169.587494,168.479004,113.030724
-0.000001,169.652878,168.504166,113.087234
-0.000001,169.802612,168.672958,113.135666
-0.000000,170.015228,168.926422,113.153465
-0.000001,170.154465,169.087601,113.133850
-0.000000,170.076385,169.100647,113.023849
-0.000000,170.013962,169.152466,112.980186
-0.000000,169.945557,169.007751,112.856316
0.000001,169.941376,168.863449,112.723824
0.000000,170.020355,168.847580,112.703255
-0.000000,169.952072,168.819702,112.712646
0.000001,169.797607,168.772156,112.690254
0.000000,169.671494,168.714035,112.688660
-0.000000,169.636398,168.766113,112.722107
-0.000000,169.673538,168.824707,112.665199
0.000000,169.685074,168.880310,112.772408
0.000000,169.645706,168.984558,112.853081
-0.000000,169.624222,169.098984,112.820389
0.000000,169.657578,169.098419,112.807465
-0.000000,169.529297,168.954849,112.760452
0.000001,169.360413,168.869415,112.740944
0.000000,169.394379,168.861343,112.729919
0.000000,169.537308,168.901962,112.795555
0.000000,169.631866,168.834839,112.871109
0.000000,169.636307,168.667130,112.874634
-0.000001,169.625946,168.677353,112.966995
-0.000000,169.665024,168.772202,113.139015
-0.000001,169.769440,168.889252,113.295670
0.000000,169.743576,168.877914,113.231827
-0.000001,169.592422,168.767197,113.068222
0.000001,169.478668,168.606293,112.968475
-0.000002,169.485580,168.477280,112.882881
-0.000001,169.562988,168.497131,112.888481
-0.000000,169.589172,168.516464,112.838394
0.000001,169.568130,168.659943,112.929443
0.000001,169.541153,168.859375,113.150986
-0.000001,169.510117,169.062149,113.293106
-0.000000,169.394745,169.019867,113.198860
-0.000000,169.335602,168.922562,113.096176
0.000000,169.387589,168.980820,113.128799
-0.000001,169.379120,169.003769,113.121826
-0.000000,169.318253,168.949509,113.011147
0.000001,169.266968,168.876633,112.900772
-0.000001,169.193756,168.778885,112.849472
0.000002,169.050781,168.671539,112.813423
-0.000002,169.006775,168.631638,112.875542
0.000001,169.138992,168.730209,113.043228
-0.000002,169.297211,168.935303,113.175781
-0.000000,169.334579,169.071976,113.285103
-0.000001,169.325439,169.142120,113.295898
-0.000001,169.315292,169.169601,113.323776
-0.000001,169.252762,169.122025,113.318695
0.000001,169.311111,169.130371,113.381981
0.000001,169.469116,169.243820,113.411728
-0.000001,169.547745,169.275986,113.257072
-0.000000,169.664871,169.278534,113.096054
-0.000000,169.706497,169.275482,113.007042
-0.000001,169.757095,169.205338,112.982254
-0.000001,169.810074,169.036179,113.024628
0.000001,169.743805,168.767731,112.963593
0.000000,169.603531,168.608749,112.858376
-0.000001,169.426224,168.563507,112.747223
0.000002,169.203461,168.482880,112.533852
0.000002,169.037720,168.444412,112.358932
0.000001,169.030106,168.486267,112.276627
-0.000000,168.993729,168.529510,112.223320
0.000000,168.811478,168.436539,112.179184
-0.000001,168.727158,168.345551,112.232361
0.000000,168.709183,168.298355,112.316414
0.000000,168.703156,168.251694,112.317307
