Channel_1,Channel_2,Channel_3,Channel_4
-0.000001,141.779556,-25.940590,14.451382
0.000000,141.801926,-25.833950,14.502695
0.000000,141.861511,-25.652954,14.559157
-0.000000,141.845352,-25.523659,14.636125
0.000000,141.860382,-25.487400,14.674369
-0.000000,142.062134,-25.433529,14.836126
-0.000001,142.244415,-25.372572,14.979706
0.000001,142.325363,-25.321751,15.002322
-0.000000,142.253571,-25.355410,14.972347
-0.000001,142.089828,-25.530329,14.883142
-0.000001,142.116486,-25.607212,14.873265
-0.000002,142.145157,-25.597324,15.003487
-0.000001,142.070053,-25.518597,15.030397
-0.000001,141.952301,-25.415932,14.959548
-0.000001,141.884933,-25.367508,14.893380
-0.000001,141.856247,-25.392225,14.803775
0.000000,141.792618,-25.444433,14.652367
0.000000,141.719330,-25.528923,14.486148
-0.000000,141.628693,-25.695379,14.331882
0.000000,141.569458,-25.789375,14.310822
-0.000001,141.358932,-25.840260,14.226407
-0.000001,141.304062,-25.735735,14.227275
-0.000000,141.353027,-25.736286,14.209414
-0.000000,141.344986,-25.827436,14.083233
0.000000,141.489609,-25.843723,14.013651
0.000001,141.558151,-25.866018,13.981279
0.000000,141.640762,-25.877365,13.942179
0.000001,141.694290,-25.926481,13.956939
0.000000,141.768860,-25.884678,14.002842
0.000002,141.795288,-25.818516,14.005777
0.000001,141.756531,-25.825706,13.988992
0.000001,141.798141,-25.833925,14.045689
0.000000,141.860596,-25.906202,14.045808
-0.000001,141.744125,-26.072100,14.025629
-0.000001,141.699814,-26.097958,14.111988
0.000001,141.770859,-26.001989,14.170776
-0.000001,141.860214,-25.912302,14.207692
0.000002,141.884903,-25.947323,14.214400
0.000001,141.883698,-25.933578,14.316519
-0.000000,142.002869,-25.868437,14.471976
-0.000000,142.009888,-25.831734,14.478836
-0.000001,141.929413,-25.847837,14.349407
-0.000001,141.876358,-25.928335,14.305630
0.000000,141.787323,-26.055256,14.424507
-0.000001,141.660706,-26.185566,14.449887
0.000000,141.523560,-26.245478,14.468568
-0.000000,141.391357,-26.203463,14.409767
0.000001,141.425034,-26.045666,14.354343
0.000000,141.489807,-25.904430,14.292335
-0.000001,141.467453,-25.859268,14.235741
0.000000,141.382599,-25.849316,14.225993
-0.000001,141.333282,-25.868542,14.226293
-0.000001,141.377060,-25.726887,14.251980
0.000000,141.468079,-25.633537,14.404943
0.000000,141.499908,-25.709465,14.496897
0.000000,141.398544,-25.784496,14.426689
-0.000001,141.284378,-25.845921,14.291138
-0.000000,141.223785,-25.872343,14.280540
