Channel_1,Channel_2,Channel_3,Channel_4
-0.000000,47.840927,54.339935,105.153374
0.000001,47.907825,54.297386,105.079056
-0.000000,47.956165,54.270203,105.075958
-0.000001,47.946644,54.318699,105.043907
0.000000,47.863796,54.371658,104.969345
-0.000001,47.849602,54.408195,104.929108
-0.000000,48.016075,54.480709,105.001953
0.000000,48.106186,54.514980,105.036995
0.000000,48.092949,54.519047,104.981804
0.000000,48.110100,54.575676,104.941620
0.000000,48.146427,54.610233,104.982887
0.000001,48.037430,54.584202,104.965347
0.000000,47.912231,54.529678,104.909325
-0.000001,47.906952,54.457977,104.949570
0.000001,47.924156,54.490433,104.981316
0.000001,47.961525,54.528172,105.008156
-0.000001,48.041763,54.585396,105.126617
0.000000,48.115875,54.663158,105.253464
0.000001,48.231415,54.734024,105.330292
-0.000001,48.343899,54.778957,105.361931
0.000000,48.369064,54.738258,105.323303
-0.000002,48.433674,54.794838,105.383881
0.000001,48.321552,54.845188,105.308357
-0.000001,48.174492,54.757225,105.081215
0.000000,48.086788,54.625164,104.947426
0.000001,48.019890,54.664238,104.955475
-0.000000,47.922997,54.697716,104.851929
0.000000,47.719559,54.634521,104.635918
-0.000000,47.709080,54.495033,104.481308
0.000000,47.764244,54.364292,104.468422
0.000002,47.815605,54.420918,104.672264
0.000000,47.833885,54.432247,104.717499
0.000001,47.831367,54.370682,104.584129
-0.000001,47.817062,54.355488,104.592186
0.000001,47.703804,54.226944,104.627991
-0.000002,47.593502,54.104416,104.662148
-0.000001,47.638149,54.118912,104.738998
-0.000001,47.668755,54.154598,104.767776
0.000001,47.713963,54.239685,104.901398
0.000002,47.720093,54.241386,105.142021
-0.000000,47.752247,54.251682,105.271645
-0.000000,47.785587,54.232414,105.295273
-0.000000,47.864857,54.256744,105.289070
-0.000001,47.914940,54.378090,105.334419
-0.000001,47.813034,54.367271,105.264641
-0.000001,47.691551,54.225178,105.105354
0.000001,47.702583,54.181568,105.078438
0.000000,47.657364,54.213730,105.042206
0.000000,47.598534,54.217648,104.949524
0.000001,47.604595,54.242443,104.880806
-0.000001,47.693550,54.353001,104.934311
0.000000,47.805416,54.565685,105.001381
-0.000000,47.818050,54.716057,104.999542
0.000001,47.781956,54.720081,104.931244
0.000000,47.745747,54.630589,104.950813
0.000000,47.805386,54.613354,105.110458
0.000000,47.976936,54.759491,105.285072
-0.000001,48.012768,54.812752,105.352394
-0.000000,47.928993,54.727131,105.364914
0.000001,47.812450,54.592300,105.278442
0.000000,47.652828,54.464470,105.175926
-0.000001,47.610222,54.407875,105.104889
-0.000000,47.698895,54.447960,105.028198
-0.000000,47.653339,54.457176,104.911209
0.000000,47.648121,54.496571,104.938965
0.000000,47.719105,54.539421,105.066292
0.000000,47.758114,54.524910,105.071625
-0.000000,47.686836,54.400009,104.940193
0.000000,47.584145,54.283554,104.904427
-0.000000,47.524975,54.229591,105.065895
-0.000000,47.503677,54.202736,105.155708
0.000000,47.467129,54.212986,105.086891
-0.000001,47.444489,54.244854,105.137558
0.000000,47.439888,54.238304,105.166748
0.000000,47.399662,54.308704,105.157295
-0.000000,47.366852,54.358185,105.142151
-0.000001,47.315472,54.328690,105.110886
-0.000000,47.285030,54.290253,105.171150
-0.000000,47.349720,54.326229,105.203995
-0.000000,47.440201,54.427193,105.228035
0.000001,47.529896,54.508938,105.328781
-0.000000,47.609310,54.598408,105.485458
0.000000,47.755737,54.662914,105.621468
0.000000,47.896938,54.680950,105.736679
0.000000,47.958164,54.631001,105.795128
0.000000,47.987358,54.614494,105.708199
0.000001,47.999554,54.692406,105.569023
0.000001,48.067142,54.776512,105.535774
-0.000000,48.001366,54.747063,105.487473
-0.000000,48.005932,54.772758,105.525993
0.000000,47.986546,54.822086,105.560562
-0.000000,47.968445,54.845070,105.423378
-0.000000,47.984116,54.836254,105.294540
-0.000000,47.799255,54.790176,105.258751
-0.000000,47.577671,54.752304,105.207367
-0.000000,47.578308,54.779144,105.249214
-0.000000,47.713665,54.920677,105.309433
-0.000000,47.730392,55.010204,105.255051
0.000000,47.687820,54.987183,105.166756
-0.000000,47.717220,54.986786,105.147400
-0.000000,47.683582,54.993107,105.156395
-0.000000,47.528591,54.954182,105.119423
-0.000000,47.361481,54.770668,104.979042
-0.000000,47.270721,54.669514,104.843681
0.000000,47.326923,54.622936,104.768623
-0.000000,47.325378,54.495438,104.692284
0.000000,47.267521,54.489887,104.735085
0.000000,47.251976,54.493912,104.804039
0.000000,47.270615,54.497288,104.848991
0.000000,47.396332,54.608448,104.940514
-0.000000,47.411747,54.668098,104.926422
-0.000000,47.446720,54.706207,104.925407
-0.000000,47.492523,54.614666,104.839600
-0.000000,47.459831,54.546356,104.767326
-0.000000,47.355240,54.458111,104.777222
0.000000,47.263428,54.341484,104.688721
-0.000000,47.280018,54.370384,104.703888
0.000000,47.321648,54.313606,104.741699
0.000000,47.387012,54.336815,104.745758
0.000000,47.402809,54.399300,104.782303
0.000000,47.401226,54.518669,104.822906
-0.000000,47.348808,54.623894,104.815056
0.000000,47.362774,54.583652,104.834648
-0.000000,47.468052,54.518005,104.948189
-0.000000,47.639877,54.508244,105.160744
0.000000,47.739021,54.565147,105.305603
0.000000,47.729675,54.600380,105.377449
0.000000,47.725483,54.578110,105.428223
-0.000000,47.753231,54.524849,105.467163
0.000000,47.852024,54.564785,105.559654
-0.000000,47.957481,54.662273,105.611153
0.000000,47.939762,54.763142,105.605354
-0.000000,47.952530,54.928314,105.622353
0.000000,47.958633,55.052326,105.575722
0.000000,48.001278,55.197670,105.574486
0.000000,47.923660,55.146980,105.465576
0.000000,47.862278,55.104797,105.385498
-0.000000,47.928772,55.199852,105.505814
-0.000000,48.026554,55.318565,105.647629
0.000000,48.051044,55.342098,105.634048
-0.000000,47.910236,55.190041,105.606766
0.000000,47.707142,54.960182,105.592972
-0.000000,47.497856,54.718182,105.463158
0.000001,47.442158,54.600555,105.229355
0.000001,47.369831,54.439476,105.016289
-0.000000,47.323547,54.241730,104.983437
-0.000000,47.286339,54.156410,105.137695
0.000000,47.308228,54.239086,105.338112
0.000000,47.252312,54.266865,105.346756
-0.000001,47.222672,54.351852,105.315552
-0.000001,47.328365,54.375507,105.331398
0.000000,47.349628,54.173378,105.253677
-0.000000,47.352543,54.083588,105.146202
-0.000001,47.401657,54.246445,105.217812
0.000000,47.428650,54.449627,105.344460
-0.000000,47.292881,54.481659,105.387779
-0.000001,47.300217,54.488899,105.530037
0.000001,47.346462,54.451477,105.703094
-0.000000,47.376801,54.512527,105.823738
-0.000001,47.327034,54.447514,105.758629
-0.000000,47.195137,54.342548,105.646446
-0.000000,47.122471,54.333031,105.635689
0.000001,47.102215,54.396160,105.630859
-0.000000,47.206390,54.575439,105.729355
0.000000,47.429943,54.775753,105.828529
-0.000000,47.477871,54.689472,105.740868
-0.000000,47.465473,54.503059,105.670006
0.000000,47.452408,54.468929,105.700226
-0.000000,47.374241,54.511616,105.720787
0.000000,47.245907,54.610615,105.759209
-0.000000,47.227383,54.636288,105.692535
-0.000000,47.299232,54.654602,105.601364
-0.000000,47.407566,54.688248,105.469849
0.000000,47.421112,54.737827,105.443489
-0.000000,47.456024,54.878563,105.598907
-0.000001,47.467968,55.032410,105.777916
-0.000000,47.435349,55.060997,105.916481
-0.000000,47.400990,54.936119,105.947334
-0.000000,47.455402,54.813068,105.929764
0.000000,47.457550,54.678570,105.886131
0.000001,47.372635,54.531223,105.919060
-0.000000,47.251167,54.375351,105.805038
-0.000001,47.230789,54.395718,105.696449
-0.000001,47.140701,54.548306,105.671677
-0.000000,46.991158,54.450684,105.591164
-0.000000,47.012074,54.367462,105.548843
0.000001,47.047653,54.381950,105.556908
-0.000001,47.108204,54.274658,105.541809
0.000001,47.157097,54.260555,105.423271
-0.000001,47.221695,54.440903,105.373238
0.000001,47.165382,54.491718,105.309036
-0.000001,47.222820,54.590012,105.378517
0.000000,47.359001,54.766094,105.597046
0.000000,47.436989,54.873749,105.727417
0.000000,47.464920,54.981464,105.743584
0.000001,47.452080,54.994804,105.687691
0.000000,47.484348,54.926159,105.645721
0.000001,47.462852,54.812756,105.554726
0.000001,47.278416,54.661301,105.458084
0.000000,47.175995,54.560413,105.376045
0.000001,47.143478,54.499290,105.430176
-0.000001,47.183079,54.537876,105.659477
-0.000001,47.279106,54.486099,105.814987
0.000001,47.341110,54.446079,105.874229
0.000000,47.367229,54.476982,105.884735
-0.000001,47.384796,54.495636,105.823799
0.000001,47.379112,54.450592,105.762062
0.000002,47.484871,54.557362,105.790459
0.000000,47.572571,54.678165,105.748970
-0.000000,47.587830,54.719967,105.633522
-0.000001,47.699257,54.797314,105.549881
0.000001,47.675732,54.702888,105.429520
0.000001,47.605587,54.470016,105.350639
0.000001,47.538239,54.376816,105.402550
0.000001,47.505585,54.429428,105.414276
0.000000,47.584435,54.509365,105.359711
0.000001,47.636776,54.501198,105.289452
-0.000001,47.610096,54.486217,105.293541
-0.000001,47.638134,54.446407,105.297279
0.000001,47.618744,54.481636,105.329086
-0.000001,47.663105,54.635399,105.490105
-0.000000,47.704670,54.697723,105.624519
-0.000000,47.653244,54.640961,105.675316
-0.000001,47.572662,54.530552,105.643211
0.000001,47.585629,54.450127,105.633743
0.000000,47.730980,54.433720,105.665550
0.000000,47.982273,54.401127,105.566681
0.000001,48.186394,54.416801,105.597855
-0.000001,48.186092,54.412109,105.642258
0.000000,48.068672,54.410774,105.611694
-0.000001,48.085903,54.529701,105.618851
-0.000000,48.262043,54.652710,105.676842
0.000000,48.265148,54.720581,105.678391
0.000000,48.185600,54.703732,105.642006
0.000001,48.271004,54.808926,105.575020
-0.000001,48.389034,54.964634,105.501312
0.000001,48.416809,55.043297,105.567894
0.000000,48.354435,55.034389,105.602638
-0.000000,48.328136,55.058968,105.617676
-0.000000,48.348488,55.027195,105.593384
0.000001,48.405041,55.021912,105.531502
-0.000001,48.351040,55.062954,105.519501
-0.000000,48.286831,54.990383,105.461388
-0.000001,48.227165,54.891548,105.358231
-0.000000,48.239857,54.849785,105.329185
-0.000001,48.253029,54.820614,105.335823
0.000000,48.270874,54.755970,105.406174
-0.000000,48.319462,54.807957,105.460228
-0.000001,48.356270,54.945412,105.487640
-0.000001,48.345451,54.949093,105.517632
0.000000,48.324112,54.893784,105.560646
-0.000000,48.322536,54.867138,105.567589
-0.000001,48.284908,54.815285,105.472801
0.000000,48.309471,54.763000,105.303619
0.000000,48.299904,54.739105,105.297043
0.000000,48.203842,54.706627,105.365654
-0.000001,48.146225,54.707260,105.379555
0.000000,48.229454,54.813011,105.430534
-0.000001,48.348030,54.921379,105.479179
0.000000,48.337406,54.846584,105.410179
-0.000000,48.234287,54.708431,105.354546
0.000000,48.277897,54.617039,105.296539
-0.000000,48.346283,54.532940,105.198677
0.000000,48.404587,54.600735,105.212204
0.000000,48.447479,54.714195,105.262833
0.000000,48.418304,54.776642,105.301750
0.000000,48.440563,54.838123,105.363792
0.000000,48.429722,54.799541,105.423981
-0.000000,48.359039,54.682098,105.471489
-0.000000,48.403526,54.684013,105.506287
-0.000000,48.440533,54.784847,105.468323
-0.000000,48.375751,54.783031,105.306931
-0.000000,48.288467,54.723095,105.095207
0.000000,48.311115,54.660175,104.963913
0.000000,48.311867,54.571136,104.902603
0.000000,48.274303,54.549847,104.926414
0.000000,48.200157,54.597424,104.927383
-0.000000,48.079308,54.596130,104.846321
-0.000000,47.965858,54.599590,104.849548
0.000000,47.929199,54.579433,104.968925
-0.000000,48.016579,54.541630,105.079811
-0.000000,48.115223,54.611641,105.142502
-0.000000,48.101192,54.717083,105.093697
0.000000,48.011780,54.742680,105.065544
-0.000000,47.963196,54.711475,105.063133
-0.000000,48.003334,54.685200,105.141975
-0.000000,48.054161,54.657207,105.338043
0.000000,48.107471,54.705578,105.583954
0.000000,48.040554,54.607952,105.607475
0.000000,48.018013,54.527885,105.585884
0.000000,48.127739,54.517982,105.579124
-0.000000,48.266518,54.546364,105.586411
0.000000,48.222115,54.523483,105.441681
-0.000000,48.084419,54.470829,105.316429
-0.000000,47.981148,54.476051,105.269135
-0.000000,47.916794,54.591259,105.295464
0.000000,47.914688,54.792645,105.347504
-0.000000,47.968761,54.823380,105.446938
-0.000000,48.057846,54.757385,105.569061
-0.000000,48.044460,54.696518,105.522675
0.000000,47.905594,54.616280,105.417076
0.000000,47.867416,54.602234,105.404617
0.000000,47.969715,54.587860,105.418243
-0.000000,48.021999,54.633705,105.384796
0.000000,48.005775,54.688450,105.398254
0.000000,48.044140,54.737324,105.448685
-0.000000,48.084553,54.781227,105.499687
-0.000000,48.141438,54.806553,105.567421
-0.000000,48.136875,54.690418,105.577888
-0.000000,48.176094,54.636082,105.622658
-0.000000,48.263863,54.654922,105.717979
0.000000,48.265377,54.670742,105.692024
-0.000000,48.241657,54.656090,105.568230
0.000000,48.160355,54.590893,105.500481
-0.000000,48.074272,54.593136,105.495461
-0.000000,48.139076,54.643940,105.568047
-0.000000,48.082485,54.608368,105.529625
0.000001,47.914421,54.548904,105.411934
0.000000,47.951839,54.645557,105.436546
0.000000,48.032318,54.774738,105.390289
0.000000,48.064045,54.816746,105.241226
-0.000000,48.076237,54.725796,105.114952
0.000000,48.089619,54.674885,105.029320
0.000001,48.049850,54.658733,104.918930
-0.000000,47.948750,54.609657,104.807083
-0.000000,47.962250,54.666901,104.788361
-0.000000,47.927856,54.706856,104.835846
0.000000,47.825649,54.782364,104.882866
-0.000001,47.695961,54.830944,104.987274
-0.000000,47.540150,54.794800,105.229095
0.000001,47.428509,54.720047,105.332115
-0.000000,47.362633,54.492992,105.236000
-0.000000,47.317184,54.354664,105.196236
-0.000000,47.316036,54.374298,105.285011
0.000000,47.347584,54.490673,105.350037
