id,range,velocity,angle
1073,220.0,6562.5,25.0
1074,220.0,6562.5,50.0
1080,220.0,7500.0,-50.0
1081,220.0,7500.0,-25.0
1082,220.0,7500.0,0.0
1083,220.0,7500.0,25.0
1084,220.0,7500.0,50.0
1090,220.0,8437.5,-50.0
1091,220.0,8437.5,-25.0
1092,220.0,8437.5,0.0
1093,220.0,8437.5,25.0
1094,220.0,8437.5,50.0
10100,220.0,9375.0,-50.0
10101,220.0,9375.0,-25.0
10102,220.0,9375.0,0.0
10103,220.0,9375.0,25.0
10104,220.0,9375.0,50.0
10110,220.0,10312.5,-50.0
10111,220.0,10312.5,-25.0
10112,220.0,10312.5,0.0
10113,220.0,10312.5,25.0
10114,220.0,10312.5,50.0
10120,220.0,11250.0,-50.0
10121,220.0,11250.0,-25.0
10122,220.0,11250.0,0.0
10123,220.0,11250.0,25.0
10124,220.0,11250.0,50.0
10130,220.0,12187.5,-50.0
10131,220.0,12187.5,-25.0
10132,220.0,12187.5,0.0
10133,220.0,12187.5,25.0
10134,220.0,12187.5,50.0
10140,220.0,13125.0,-50.0
10141,220.0,13125.0,-25.0
10142,220.0,13125.0,0.0
10143,220.0,13125.0,25.0
10144,220.0,13125.0,50.0
10150,220.0,14062.5,-50.0
10151,220.0,14062.5,-25.0
10152,220.0,14062.5,0.0
10153,220.0,14062.5,25.0
10154,220.0,14062.5,50.0
10160,220.0,15000.0,-50.0
10161,220.0,15000.0,-25.0
10162,220.0,15000.0,0.0
10163,220.0,15000.0,25.0
10164,220.0,15000.0,50.0
1100,240.0,0.0,-50.0
1101,240.0,0.0,-25.0
1102,240.0,0.0,0.0
1103,240.0,0.0,25.0
1104,240.0,0.0,50.0
1110,240.0,937.5,-50.0
1111,240.0,937.5,-25.0
1112,240.0,937.5,0.0
1113,240.0,937.5,25.0
1114,240.0,937.5,50.0
1120,240.0,1875.0,-50.0
1121,240.0,1875.0,-25.0
1122,240.0,1875.0,0.0
1123,240.0,1875.0,25.0
1124,240.0,1875.0,50.0
1130,240.0,2812.5,-50.0
1131,240.0,2812.5,-25.0
1132,240.0,2812.5,0.0
1133,240.0,2812.5,25.0
1134,240.0,2812.5,50.0
1140,240.0,3750.0,-50.0
1141,240.0,3750.0,-25.0
1142,240.0,3750.0,0.0
1143,240.0,3750.0,25.0
1144,240.0,3750.0,50.0
1150,240.0,4687.5,-50.0
1151,240.0,4687.5,-25.0
1152,240.0,4687.5,0.0
1153,240.0,4687.5,25.0
1154,240.0,4687.5,50.0
1160,240.0,5625.0,-50.0
1161,240.0,5625.0,-25.0
1162,240.0,5625.0,0.0
1163,240.0,5625.0,25.0
1164,240.0,5625.0,50.0
1170,240.0,6562.5,-50.0
1171,240.0,6562.5,-25.0
1172,240.0,6562.5,0.0
1173,240.0,6562.5,25.0
1174,240.0,6562.5,50.0
1180,240.0,7500.0,-50.0
1181,240.0,7500.0,-25.0
1182,240.0,7500.0,0.0
1183,240.0,7500.0,25.0
1184,240.0,7500.0,50.0
1190,240.0,8437.5,-50.0
1191,240.0,8437.5,-25.0
1192,240.0,8437.5,0.0
1193,240.0,8437.5,25.0
1194,240.0,8437.5,50.0
11100,240.0,9375.0,-50.0
11101,240.0,9375.0,-25.0
11102,240.0,9375.0,0.0
11103,240.0,9375.0,25.0
11104,240.0,9375.0,50.0
11110,240.0,10312.5,-50.0
11111,240.0,10312.5,-25.0
11112,240.0,10312.5,0.0
11113,240.0,10312.5,25.0
11114,240.0,10312.5,50.0
11120,240.0,11250.0,-50.0
11121,240.0,11250.0,-25.0
11122,240.0,11250.0,0.0
11123,240.0,11250.0,25.0
11124,240.0,11250.0,50.0
11130,240.0,12187.5,-50.0
11131,240.0,12187.5,-25.0
11132,240.0,12187.5,0.0
11133,240.0,12187.5,25.0
11134,240.0,12187.5,50.0
11140,240.0,13125.0,-50.0
11141,240.0,13125.0,-25.0
11142,240.0,13125.0,0.0
11143,240.0,13125.0,25.0
11144,240.0,13125.0,50.0
11150,240.0,14062.5,-50.0
11151,240.0,14062.5,-25.0
11152,240.0,14062.5,0.0
11153,240.0,14062.5,25.0
11154,240.0,14062.5,50.0
11160,240.0,15000.0,-50.0
11161,240.0,15000.0,-25.0
11162,240.0,15000.0,0.0
11163,240.0,15000.0,25.0
11164,240.0,15000.0,50.0
1200,260.0,0.0,-50.0
1201,260.0,0.0,-25.0
1202,260.0,0.0,0.0
1203,260.0,0.0,25.0
1204,260.0,0.0,50.0
1210,260.0,937.5,-50.0
1211,260.0,937.5,-25.0
1212,260.0,937.5,0.0
1213,260.0,937.5,25.0
1214,260.0,937.5,50.0
1220,260.0,1875.0,-50.0
1221,260.0,1875.0,-25.0
1222,260.0,1875.0,0.0
1223,260.0,1875.0,25.0
1224,260.0,1875.0,50.0
1230,260.0,2812.5,-50.0
1231,260.0,2812.5,-25.0
1232,260.0,2812.5,0.0
1233,260.0,2812.5,25.0
1234,260.0,2812.5,50.0
1240,260.0,3750.0,-50.0
1241,260.0,3750.0,-25.0
1242,260.0,3750.0,0.0
1243,260.0,3750.0,25.0
1244,260.0,3750.0,50.0
1250,260.0,4687.5,-50.0
1251,260.0,4687.5,-25.0
1252,260.0,4687.5,0.0
1253,260.0,4687.5,25.0
1254,260.0,4687.5,50.0
1260,260.0,5625.0,-50.0
1261,260.0,5625.0,-25.0
1262,260.0,5625.0,0.0
1263,260.0,5625.0,25.0
1264,260.0,5625.0,50.0
1270,260.0,6562.5,-50.0
1271,260.0,6562.5,-25.0
1272,260.0,6562.5,0.0
1273,260.0,6562.5,25.0
1274,260.0,6562.5,50.0
1280,260.0,7500.0,-50.0
1281,260.0,7500.0,-25.0
1282,260.0,7500.0,0.0
1283,260.0,7500.0,25.0
1284,260.0,7500.0,50.0
1290,260.0,8437.5,-50.0
1291,260.0,8437.5,-25.0
1292,260.0,8437.5,0.0
1293,260.0,8437.5,25.0
1294,260.0,8437.5,50.0
12100,260.0,9375.0,-50.0
12101,260.0,9375.0,-25.0
12102,260.0,9375.0,0.0
12103,260.0,9375.0,25.0
12104,260.0,9375.0,50.0
12110,260.0,10312.5,-50.0
12111,260.0,10312.5,-25.0
12112,260.0,10312.5,0.0
12113,260.0,10312.5,25.0
12114,260.0,10312.5,50.0
12120,260.0,11250.0,-50.0
12121,260.0,11250.0,-25.0
12122,260.0,11250.0,0.0
12123,260.0,11250.0,25.0
12124,260.0,11250.0,50.0
12130,260.0,12187.5,-50.0
12131,260.0,12187.5,-25.0
12132,260.0,12187.5,0.0
12133,260.0,12187.5,25.0
12134,260.0,12187.5,50.0
12140,260.0,13125.0,-50.0
12141,260.0,13125.0,-25.0
12142,260.0,13125.0,0.0
12143,260.0,13125.0,25.0
12144,260.0,13125.0,50.0
12150,260.0,14062.5,-50.0
12151,260.0,14062.5,-25.0
12152,260.0,14062.5,0.0
12153,260.0,14062.5,25.0
12154,260.0,14062.5,50.0
12160,260.0,15000.0,-50.0
12161,260.0,15000.0,-25.0
12162,260.0,15000.0,0.0
12163,260.0,15000.0,25.0
12164,260.0,15000.0,50.0
1300,280.0,0.0,-50.0
1301,280.0,0.0,-25.0
1302,280.0,0.0,0.0
1303,280.0,0.0,25.0
1304,280.0,0.0,50.0
1310,280.0,937.5,-50.0
1311,280.0,937.5,-25.0
1312,280.0,937.5,0.0
1313,280.0,937.5,25.0
1314,280.0,937.5,50.0
1320,280.0,1875.0,-50.0
1321,280.0,1875.0,-25.0
1322,280.0,1875.0,0.0
1323,280.0,1875.0,25.0
1324,280.0,1875.0,50.0
1330,280.0,2812.5,-50.0
1331,280.0,2812.5,-25.0
1332,280.0,2812.5,0.0
1333,280.0,2812.5,25.0
1334,280.0,2812.5,50.0
1340,280.0,3750.0,-50.0
1341,280.0,3750.0,-25.0
1342,280.0,3750.0,0.0
1343,280.0,3750.0,25.0
1344,280.0,3750.0,50.0
1350,280.0,4687.5,-50.0
1351,280.0,4687.5,-25.0
1352,280.0,4687.5,0.0
1353,280.0,4687.5,25.0
1354,280.0,4687.5,50.0
1360,280.0,5625.0,-50.0
1361,280.0,5625.0,-25.0
1362,280.0,5625.0,0.0
1363,280.0,5625.0,25.0
1364,280.0,5625.0,50.0
1370,280.0,6562.5,-50.0
1371,280.0,6562.5,-25.0
1372,280.0,6562.5,0.0
1373,280.0,6562.5,25.0
1374,280.0,6562.5,50.0
1380,280.0,7500.0,-50.0
1381,280.0,7500.0,-25.0
1382,280.0,7500.0,0.0
1383,280.0,7500.0,25.0
1384,280.0,7500.0,50.0
1390,280.0,8437.5,-50.0
1391,280.0,8437.5,-25.0
1392,280.0,8437.5,0.0
1393,280.0,8437.5,25.0
1394,280.0,8437.5,50.0
13100,280.0,9375.0,-50.0
13101,280.0,9375.0,-25.0
13102,280.0,9375.0,0.0
13103,280.0,9375.0,25.0
13104,280.0,9375.0,50.0
13110,280.0,10312.5,-50.0
13111,280.0,10312.5,-25.0
13112,280.0,10312.5,0.0
13113,280.0,10312.5,25.0
13114,280.0,10312.5,50.0
13120,280.0,11250.0,-50.0
13121,280.0,11250.0,-25.0
13122,280.0,11250.0,0.0
13123,280.0,11250.0,25.0
13124,280.0,11250.0,50.0
13130,280.0,12187.5,-50.0
13131,280.0,12187.5,-25.0
13132,280.0,12187.5,0.0
13133,280.0,12187.5,25.0
13134,280.0,12187.5,50.0
13140,280.0,13125.0,-50.0
13141,280.0,13125.0,-25.0
13142,280.0,13125.0,0.0
13143,280.0,13125.0,25.0
13144,280.0,13125.0,50.0
13150,280.0,14062.5,-50.0
13151,280.0,14062.5,-25.0
13152,280.0,14062.5,0.0
13153,280.0,14062.5,25.0
13154,280.0,14062.5,50.0
13160,280.0,15000.0,-50.0
13161,280.0,15000.0,-25.0
13162,280.0,15000.0,0.0
13163,280.0,15000.0,25.0
13164,280.0,15000.0,50.0
1400,300.0,0.0,-50.0
1401,300.0,0.0,-25.0
1402,300.0,0.0,0.0
1403,300.0,0.0,25.0
1404,300.0,0.0,50.0
1410,300.0,937.5,-50.0
1411,300.0,937.5,-25.0
1412,300.0,937.5,0.0
1413,300.0,937.5,25.0
1414,300.0,937.5,50.0
1420,300.0,1875.0,-50.0
1421,300.0,1875.0,-25.0
1422,300.0,1875.0,0.0
1423,300.0,1875.0,25.0
1424,300.0,1875.0,50.0
1430,300.0,2812.5,-50.0
1431,300.0,2812.5,-25.0
1432,300.0,2812.5,0.0
1433,300.0,2812.5,25.0
1434,300.0,2812.5,50.0
1440,300.0,3750.0,-50.0
1441,300.0,3750.0,-25.0
1442,300.0,3750.0,0.0
1443,300.0,3750.0,25.0
1444,300.0,3750.0,50.0
1450,300.0,4687.5,-50.0
1451,300.0,4687.5,-25.0
1452,300.0,4687.5,0.0
1453,300.0,4687.5,25.0
1454,300.0,4687.5,50.0
1460,300.0,5625.0,-50.0
1461,300.0,5625.0,-25.0
1462,300.0,5625.0,0.0
1463,300.0,5625.0,25.0
1464,300.0,5625.0,50.0
1470,300.0,6562.5,-50.0
1471,300.0,6562.5,-25.0
1472,300.0,6562.5,0.0
1473,300.0,6562.5,25.0
1474,300.0,6562.5,50.0
1480,300.0,7500.0,-50.0
1481,300.0,7500.0,-25.0
1482,300.0,7500.0,0.0
1483,300.0,7500.0,25.0
1484,300.0,7500.0,50.0
1490,300.0,8437.5,-50.0
1491,300.0,8437.5,-25.0
1492,300.0,8437.5,0.0
1493,300.0,8437.5,25.0
1494,300.0,8437.5,50.0
14100,300.0,9375.0,-50.0
14101,300.0,9375.0,-25.0
14102,300.0,9375.0,0.0
14103,300.0,9375.0,25.0
14104,300.0,9375.0,50.0
14110,300.0,10312.5,-50.0
14111,300.0,10312.5,-25.0
14112,300.0,10312.5,0.0
14113,300.0,10312.5,25.0
14114,300.0,10312.5,50.0
14120,300.0,11250.0,-50.0
14121,300.0,11250.0,-25.0
14122,300.0,11250.0,0.0
14123,300.0,11250.0,25.0
14124,300.0,11250.0,50.0
14130,300.0,12187.5,-50.0
14131,300.0,12187.5,-25.0
14132,300.0,12187.5,0.0
14133,300.0,12187.5,25.0
14134,300.0,12187.5,50.0
14140,300.0,13125.0,-50.0
14141,300.0,13125.0,-25.0
14142,300.0,13125.0,0.0
14143,300.0,13125.0,25.0
14144,300.0,13125.0,50.0
14150,300.0,14062.5,-50.0
14151,300.0,14062.5,-25.0
14152,300.0,14062.5,0.0
14153,300.0,14062.5,25.0
14154,300.0,14062.5,50.0
14160,300.0,15000.0,-50.0
14161,300.0,15000.0,-25.0
14162,300.0,15000.0,0.0
14163,300.0,15000.0,25.0
14164,300.0,15000.0,50.0
1500,320.0,0.0,-50.0
1501,320.0,0.0,-25.0
1502,320.0,0.0,0.0
1503,320.0,0.0,25.0
1504,320.0,0.0,50.0
1510,320.0,937.5,-50.0
1511,320.0,937.5,-25.0
1512,320.0,937.5,0.0
1513,320.0,937.5,25.0
1514,320.0,937.5,50.0
1520,320.0,1875.0,-50.0
1521,320.0,1875.0,-25.0
1522,320.0,1875.0,0.0
1523,320.0,1875.0,25.0
1524,320.0,1875.0,50.0
1530,320.0,2812.5,-50.0
1531,320.0,2812.5,-25.0
1532,320.0,2812.5,0.0
1533,320.0,2812.5,25.0
1534,320.0,2812.5,50.0
1540,320.0,3750.0,-50.0
1541,320.0,3750.0,-25.0
1542,320.0,3750.0,0.0
1543,320.0,3750.0,25.0
1544,320.0,3750.0,50.0
1550,320.0,4687.5,-50.0
1551,320.0,4687.5,-25.0
1552,320.0,4687.5,0.0
1553,320.0,4687.5,25.0
1554,320.0,4687.5,50.0
1560,320.0,5625.0,-50.0
1561,320.0,5625.0,-25.0
1562,320.0,5625.0,0.0
1563,320.0,5625.0,25.0
1564,320.0,5625.0,50.0
1570,320.0,6562.5,-50.0
1571,320.0,6562.5,-25.0
1572,320.0,6562.5,0.0
1573,320.0,6562.5,25.0
1574,320.0,6562.5,50.0
1580,320.0,7500.0,-50.0
1581,320.0,7500.0,-25.0
1582,320.0,7500.0,0.0
1583,320.0,7500.0,25.0
1584,320.0,7500.0,50.0
1590,320.0,8437.5,-50.0
1591,320.0,8437.5,-25.0
1592,320.0,8437.5,0.0
1593,320.0,8437.5,25.0
1594,320.0,8437.5,50.0
15100,320.0,9375.0,-50.0
15101,320.0,9375.0,-25.0
15102,320.0,9375.0,0.0
15103,320.0,9375.0,25.0
15104,320.0,9375.0,50.0
15110,320.0,10312.5,-50.0
15111,320.0,10312.5,-25.0
15112,320.0,10312.5,0.0
15113,320.0,10312.5,25.0
15114,320.0,10312.5,50.0
15120,320.0,11250.0,-50.0
15121,320.0,11250.0,-25.0
15122,320.0,11250.0,0.0
15123,320.0,11250.0,25.0
15124,320.0,11250.0,50.0
15130,320.0,12187.5,-50.0
15131,320.0,12187.5,-25.0
15132,320.0,12187.5,0.0
15133,320.0,12187.5,25.0
15134,320.0,12187.5,50.0
15140,320.0,13125.0,-50.0
15141,320.0,13125.0,-25.0
15142,320.0,13125.0,0.0
15143,320.0,13125.0,25.0
15144,320.0,13125.0,50.0
15150,320.0,14062.5,-50.0
15151,320.0,14062.5,-25.0
15152,320.0,14062.5,0.0
15153,320.0,14062.5,25.0
15154,320.0,14062.5,50.0
15160,320.0,15000.0,-50.0
15161,320.0,15000.0,-25.0
15162,320.0,15000.0,0.0
15163,320.0,15000.0,25.0
15164,320.0,15000.0,50.0
1600,340.0,0.0,-50.0
1601,340.0,0.0,-25.0
1602,340.0,0.0,0.0
1603,340.0,0.0,25.0
1604,340.0,0.0,50.0
1610,340.0,937.5,-50.0
1611,340.0,937.5,-25.0
1612,340.0,937.5,0.0
1613,340.0,937.5,25.0
1614,340.0,937.5,50.0
1620,340.0,1875.0,-50.0
1621,340.0,1875.0,-25.0
1622,340.0,1875.0,0.0
1623,340.0,1875.0,25.0
1624,340.0,1875.0,50.0
1630,340.0,2812.5,-50.0
1631,340.0,2812.5,-25.0
1632,340.0,2812.5,0.0
1633,340.0,2812.5,25.0
1634,340.0,2812.5,50.0
1640,340.0,3750.0,-50.0
1641,340.0,3750.0,-25.0
1642,340.0,3750.0,0.0
1643,340.0,3750.0,25.0
1644,340.0,3750.0,50.0
1650,340.0,4687.5,-50.0
1651,340.0,4687.5,-25.0
1652,340.0,4687.5,0.0
1653,340.0,4687.5,25.0
1654,340.0,4687.5,50.0
1660,340.0,5625.0,-50.0
1661,340.0,5625.0,-25.0
1662,340.0,5625.0,0.0
1663,340.0,5625.0,25.0
1664,340.0,5625.0,50.0
1670,340.0,6562.5,-50.0
1671,340.0,6562.5,-25.0
1672,340.0,6562.5,0.0
1673,340.0,6562.5,25.0
1674,340.0,6562.5,50.0
1680,340.0,7500.0,-50.0
1681,340.0,7500.0,-25.0
1682,340.0,7500.0,0.0
1683,340.0,7500.0,25.0
1684,340.0,7500.0,50.0
1690,340.0,8437.5,-50.0
1691,340.0,8437.5,-25.0
1692,340.0,8437.5,0.0
1693,340.0,8437.5,25.0
1694,340.0,8437.5,50.0
16100,340.0,9375.0,-50.0
16101,340.0,9375.0,-25.0
16102,340.0,9375.0,0.0
16103,340.0,9375.0,25.0
16104,340.0,9375.0,50.0
16110,340.0,10312.5,-50.0
16111,340.0,10312.5,-25.0
16112,340.0,10312.5,0.0
16113,340.0,10312.5,25.0
16114,340.0,10312.5,50.0
16120,340.0,11250.0,-50.0
16121,340.0,11250.0,-25.0
16122,340.0,11250.0,0.0
16123,340.0,11250.0,25.0
16124,340.0,11250.0,50.0
16130,340.0,12187.5,-50.0
16131,340.0,12187.5,-25.0
16132,340.0,12187.5,0.0
16133,340.0,12187.5,25.0
16134,340.0,12187.5,50.0
16140,340.0,13125.0,-50.0
16141,340.0,13125.0,-25.0
16142,340.0,13125.0,0.0
16143,340.0,13125.0,25.0
16144,340.0,13125.0,50.0
16150,340.0,14062.5,-50.0
16151,340.0,14062.5,-25.0
16152,340.0,14062.5,0.0
16153,340.0,14062.5,25.0
16154,340.0,14062.5,50.0
16160,340.0,15000.0,-50.0
16161,340.0,15000.0,-25.0
16162,340.0,15000.0,0.0
16163,340.0,15000.0,25.0
16164,340.0,15000.0,50.0
1700,360.0,0.0,-50.0
1701,360.0,0.0,-25.0
1702,360.0,0.0,0.0
1703,360.0,0.0,25.0
1704,360.0,0.0,50.0
1710,360.0,937.5,-50.0
1711,360.0,937.5,-25.0
1712,360.0,937.5,0.0
1713,360.0,937.5,25.0
1714,360.0,937.5,50.0
1720,360.0,1875.0,-50.0
1721,360.0,1875.0,-25.0
1722,360.0,1875.0,0.0
1723,360.0,1875.0,25.0
1724,360.0,1875.0,50.0
1730,360.0,2812.5,-50.0
1731,360.0,2812.5,-25.0
1732,360.0,2812.5,0.0
1733,360.0,2812.5,25.0
1734,360.0,2812.5,50.0
1740,360.0,3750.0,-50.0
1741,360.0,3750.0,-25.0
1742,360.0,3750.0,0.0
1743,360.0,3750.0,25.0
1744,360.0,3750.0,50.0
1750,360.0,4687.5,-50.0
1751,360.0,4687.5,-25.0
1752,360.0,4687.5,0.0
1753,360.0,4687.5,25.0
1754,360.0,4687.5,50.0
1760,360.0,5625.0,-50.0
1761,360.0,5625.0,-25.0
1762,360.0,5625.0,0.0
1763,360.0,5625.0,25.0
1764,360.0,5625.0,50.0
1770,360.0,6562.5,-50.0
1771,360.0,6562.5,-25.0
1772,360.0,6562.5,0.0
1773,360.0,6562.5,25.0
1774,360.0,6562.5,50.0
1780,360.0,7500.0,-50.0
1781,360.0,7500.0,-25.0
1782,360.0,7500.0,0.0
1783,360.0,7500.0,25.0
1784,360.0,7500.0,50.0
1790,360.0,8437.5,-50.0
1791,360.0,8437.5,-25.0
1792,360.0,8437.5,0.0
1793,360.0,8437.5,25.0
1794,360.0,8437.5,50.0
17100,360.0,9375.0,-50.0
17101,360.0,9375.0,-25.0
17102,360.0,9375.0,0.0
17103,360.0,9375.0,25.0
17104,360.0,9375.0,50.0
17110,360.0,10312.5,-50.0
17111,360.0,10312.5,-25.0
17112,360.0,10312.5,0.0
17113,360.0,10312.5,25.0
17114,360.0,10312.5,50.0
17120,360.0,11250.0,-50.0
17121,360.0,11250.0,-25.0
17122,360.0,11250.0,0.0
17123,360.0,11250.0,25.0
17124,360.0,11250.0,50.0
17130,360.0,12187.5,-50.0
17131,360.0,12187.5,-25.0
17132,360.0,12187.5,0.0
17133,360.0,12187.5,25.0
17134,360.0,12187.5,50.0
17140,360.0,13125.0,-50.0
17141,360.0,13125.0,-25.0
17142,360.0,13125.0,0.0
17143,360.0,13125.0,25.0
17144,360.0,13125.0,50.0
17150,360.0,14062.5,-50.0
17151,360.0,14062.5,-25.0
17152,360.0,14062.5,0.0
17153,360.0,14062.5,25.0
17154,360.0,14062.5,50.0
17160,360.0,15000.0,-50.0
17161,360.0,15000.0,-25.0
17162,360.0,15000.0,0.0
17163,360.0,15000.0,25.0
17164,360.0,15000.0,50.0
1800,380.0,0.0,-50.0
1801,380.0,0.0,-25.0
1802,380.0,0.0,0.0
1803,380.0,0.0,25.0
1804,380.0,0.0,50.0
1810,380.0,937.5,-50.0
1811,380.0,937.5,-25.0
1812,380.0,937.5,0.0
1813,380.0,937.5,25.0
1814,380.0,937.5,50.0
1820,380.0,1875.0,-50.0
1821,380.0,1875.0,-25.0
1822,380.0,1875.0,0.0
1823,380.0,1875.0,25.0
1824,380.0,1875.0,50.0
1830,380.0,2812.5,-50.0
1831,380.0,2812.5,-25.0
1832,380.0,2812.5,0.0
1833,380.0,2812.5,25.0
1834,380.0,2812.5,50.0
1840,380.0,3750.0,-50.0
1841,380.0,3750.0,-25.0
1842,380.0,3750.0,0.0
1843,380.0,3750.0,25.0
1844,380.0,3750.0,50.0
1850,380.0,4687.5,-50.0
1851,380.0,4687.5,-25.0
1852,380.0,4687.5,0.0
1853,380.0,4687.5,25.0
1854,380.0,4687.5,50.0
1860,380.0,5625.0,-50.0
1861,380.0,5625.0,-25.0
1862,380.0,5625.0,0.0
1863,380.0,5625.0,25.0
1864,380.0,5625.0,50.0
1870,380.0,6562.5,-50.0
1871,380.0,6562.5,-25.0
1872,380.0,6562.5,0.0
1873,380.0,6562.5,25.0
1874,380.0,6562.5,50.0
1880,380.0,7500.0,-50.0
1881,380.0,7500.0,-25.0
1882,380.0,7500.0,0.0
1883,380.0,7500.0,25.0
1884,380.0,7500.0,50.0
1890,380.0,8437.5,-50.0
1891,380.0,8437.5,-25.0
1892,380.0,8437.5,0.0
1893,380.0,8437.5,25.0
1894,380.0,8437.5,50.0
18100,380.0,9375.0,-50.0
18101,380.0,9375.0,-25.0
18102,380.0,9375.0,0.0
18103,380.0,9375.0,25.0
18104,380.0,9375.0,50.0
18110,380.0,10312.5,-50.0
18111,380.0,10312.5,-25.0
18112,380.0,10312.5,0.0
18113,380.0,10312.5,25.0
18114,380.0,10312.5,50.0
18120,380.0,11250.0,-50.0
18121,380.0,11250.0,-25.0
18122,380.0,11250.0,0.0
18123,380.0,11250.0,25.0
18124,380.0,11250.0,50.0
18130,380.0,12187.5,-50.0
18131,380.0,12187.5,-25.0
18132,380.0,12187.5,0.0
18133,380.0,12187.5,25.0
18134,380.0,12187.5,50.0
18140,380.0,13125.0,-50.0
18141,380.0,13125.0,-25.0
18142,380.0,13125.0,0.0
18143,380.0,13125.0,25.0
18144,380.0,13125.0,50.0
18150,380.0,14062.5,-50.0
18151,380.0,14062.5,-25.0
18152,380.0,14062.5,0.0
18153,380.0,14062.5,25.0
18154,380.0,14062.5,50.0
18160,380.0,15000.0,-50.0
18161,380.0,15000.0,-25.0
18162,380.0,15000.0,0.0
18163,380.0,15000.0,25.0
18164,380.0,15000.0,50.0
1900,400.0,0.0,-50.0
1901,400.0,0.0,-25.0
1902,400.0,0.0,0.0
1903,400.0,0.0,25.0
1904,400.0,0.0,50.0
1910,400.0,937.5,-50.0
1911,400.0,937.5,-25.0
1912,400.0,937.5,0.0
1913,400.0,937.5,25.0
1914,400.0,937.5,50.0
1920,400.0,1875.0,-50.0
1921,400.0,1875.0,-25.0
1922,400.0,1875.0,0.0
1923,400.0,1875.0,25.0
1924,400.0,1875.0,50.0
1930,400.0,2812.5,-50.0
1931,400.0,2812.5,-25.0
1932,400.0,2812.5,0.0
1933,400.0,2812.5,25.0
1934,400.0,2812.5,50.0
1940,400.0,3750.0,-50.0
1941,400.0,3750.0,-25.0
1942,400.0,3750.0,0.0
1943,400.0,3750.0,25.0
1944,400.0,3750.0,50.0
1950,400.0,4687.5,-50.0
1951,400.0,4687.5,-25.0
1952,400.0,4687.5,0.0
1953,400.0,4687.5,25.0
1954,400.0,4687.5,50.0
1960,400.0,5625.0,-50.0
1961,400.0,5625.0,-25.0
1962,400.0,5625.0,0.0
1963,400.0,5625.0,25.0
1964,400.0,5625.0,50.0
1970,400.0,6562.5,-50.0
1971,400.0,6562.5,-25.0
1972,400.0,6562.5,0.0
1973,400.0,6562.5,25.0
1974,400.0,6562.5,50.0
1980,400.0,7500.0,-50.0
1981,400.0,7500.0,-25.0
1982,400.0,7500.0,0.0
1983,400.0,7500.0,25.0
1984,400.0,7500.0,50.0
1990,400.0,8437.5,-50.0
1991,400.0,8437.5,-25.0
1992,400.0,8437.5,0.0
1993,400.0,8437.5,25.0
1994,400.0,8437.5,50.0
19100,400.0,9375.0,-50.0
19101,400.0,9375.0,-25.0
19102,400.0,9375.0,0.0
19103,400.0,9375.0,25.0
19104,400.0,9375.0,50.0
19110,400.0,10312.5,-50.0
19111,400.0,10312.5,-25.0
19112,400.0,10312.5,0.0
19113,400.0,10312.5,25.0
19114,400.0,10312.5,50.0
19120,400.0,11250.0,-50.0
19121,400.0,11250.0,-25.0
19122,400.0,11250.0,0.0
19123,400.0,11250.0,25.0
19124,400.0,11250.0,50.0
19130,400.0,12187.5,-50.0
19131,400.0,12187.5,-25.0
19132,400.0,12187.5,0.0
19133,400.0,12187.5,25.0
19134,400.0,12187.5,50.0
19140,400.0,13125.0,-50.0
19141,400.0,13125.0,-25.0
19142,400.0,13125.0,0.0
19143,400.0,13125.0,25.0
19144,400.0,13125.0,50.0
19150,400.0,14062.5,-50.0
19151,400.0,14062.5,-25.0
19152,400.0,14062.5,0.0
19153,400.0,14062.5,25.0
19154,400.0,14062.5,50.0
19160,400.0,15000.0,-50.0
19161,400.0,15000.0,-25.0
19162,400.0,15000.0,0.0
19163,400.0,15000.0,25.0
19164,400.0,15000.0,50.0
2000,420.0,0.0,-50.0
2001,420.0,0.0,-25.0
2002,420.0,0.0,0.0
2003,420.0,0.0,25.0
2004,420.0,0.0,50.0
2010,420.0,937.5,-50.0
2011,420.0,937.5,-25.0
2012,420.0,937.5,0.0
2013,420.0,937.5,25.0
2014,420.0,937.5,50.0
2020,420.0,1875.0,-50.0
2021,420.0,1875.0,-25.0
2022,420.0,1875.0,0.0
2023,420.0,1875.0,25.0
2024,420.0,1875.0,50.0
2030,420.0,2812.5,-50.0
2031,420.0,2812.5,-25.0
2032,420.0,2812.5,0.0
2033,420.0,2812.5,25.0
2034,420.0,2812.5,50.0
2040,420.0,3750.0,-50.0
2041,420.0,3750.0,-25.0
2042,420.0,3750.0,0.0
2043,420.0,3750.0,25.0
2044,420.0,3750.0,50.0
2050,420.0,4687.5,-50.0
2051,420.0,4687.5,-25.0
2052,420.0,4687.5,0.0
2053,420.0,4687.5,25.0
2054,420.0,4687.5,50.0
2060,420.0,5625.0,-50.0
2061,420.0,5625.0,-25.0
2062,420.0,5625.0,0.0
2063,420.0,5625.0,25.0
2064,420.0,5625.0,50.0
2070,420.0,6562.5,-50.0
2071,420.0,6562.5,-25.0
2072,420.0,6562.5,0.0
2073,420.0,6562.5,25.0
2074,420.0,6562.5,50.0
2080,420.0,7500.0,-50.0
2081,420.0,7500.0,-25.0
2082,420.0,7500.0,0.0
2083,420.0,7500.0,25.0
2084,420.0,7500.0,50.0
2090,420.0,8437.5,-50.0
2091,420.0,8437.5,-25.0
