id,range,velocity,angle
364,80.0,5625.0,50.0
370,80.0,6562.5,-50.0
371,80.0,6562.5,-25.0
372,80.0,6562.5,0.0
373,80.0,6562.5,25.0
374,80.0,6562.5,50.0
380,80.0,7500.0,-50.0
381,80.0,7500.0,-25.0
382,80.0,7500.0,0.0
383,80.0,7500.0,25.0
384,80.0,7500.0,50.0
390,80.0,8437.5,-50.0
391,80.0,8437.5,-25.0
392,80.0,8437.5,0.0
393,80.0,8437.5,25.0
394,80.0,8437.5,50.0
3100,80.0,9375.0,-50.0
3101,80.0,9375.0,-25.0
3102,80.0,9375.0,0.0
3103,80.0,9375.0,25.0
3104,80.0,9375.0,50.0
3110,80.0,10312.5,-50.0
3111,80.0,10312.5,-25.0
3112,80.0,10312.5,0.0
3113,80.0,10312.5,25.0
3114,80.0,10312.5,50.0
3120,80.0,11250.0,-50.0
3121,80.0,11250.0,-25.0
3122,80.0,11250.0,0.0
3123,80.0,11250.0,25.0
3124,80.0,11250.0,50.0
3130,80.0,12187.5,-50.0
3131,80.0,12187.5,-25.0
3132,80.0,12187.5,0.0
3133,80.0,12187.5,25.0
3134,80.0,12187.5,50.0
3140,80.0,13125.0,-50.0
3141,80.0,13125.0,-25.0
3142,80.0,13125.0,0.0
3143,80.0,13125.0,25.0
3144,80.0,13125.0,50.0
3150,80.0,14062.5,-50.0
3151,80.0,14062.5,-25.0
3152,80.0,14062.5,0.0
3153,80.0,14062.5,25.0
3154,80.0,14062.5,50.0
3160,80.0,15000.0,-50.0
3161,80.0,15000.0,-25.0
3162,80.0,15000.0,0.0
3163,80.0,15000.0,25.0
3164,80.0,15000.0,50.0
400,100.0,0.0,-50.0
401,100.0,0.0,-25.0
402,100.0,0.0,0.0
403,100.0,0.0,25.0
404,100.0,0.0,50.0
410,100.0,937.5,-50.0
411,100.0,937.5,-25.0
412,100.0,937.5,0.0
413,100.0,937.5,25.0
414,100.0,937.5,50.0
420,100.0,1875.0,-50.0
421,100.0,1875.0,-25.0
422,100.0,1875.0,0.0
423,100.0,1875.0,25.0
424,100.0,1875.0,50.0
430,100.0,2812.5,-50.0
431,100.0,2812.5,-25.0
432,100.0,2812.5,0.0
433,100.0,2812.5,25.0
434,100.0,2812.5,50.0
440,100.0,3750.0,-50.0
441,100.0,3750.0,-25.0
442,100.0,3750.0,0.0
443,100.0,3750.0,25.0
444,100.0,3750.0,50.0
450,100.0,4687.5,-50.0
451,100.0,4687.5,-25.0
452,100.0,4687.5,0.0
453,100.0,4687.5,25.0
454,100.0,4687.5,50.0
460,100.0,5625.0,-50.0
461,100.0,5625.0,-25.0
462,100.0,5625.0,0.0
463,100.0,5625.0,25.0
464,100.0,5625.0,50.0
470,100.0,6562.5,-50.0
471,100.0,6562.5,-25.0
472,100.0,6562.5,0.0
473,100.0,6562.5,25.0
474,100.0,6562.5,50.0
480,100.0,7500.0,-50.0
481,100.0,7500.0,-25.0
482,100.0,7500.0,0.0
483,100.0,7500.0,25.0
484,100.0,7500.0,50.0
490,100.0,8437.5,-50.0
491,100.0,8437.5,-25.0
492,100.0,8437.5,0.0
493,100.0,8437.5,25.0
494,100.0,8437.5,50.0
4100,100.0,9375.0,-50.0
4101,100.0,9375.0,-25.0
4102,100.0,9375.0,0.0
4103,100.0,9375.0,25.0
4104,100.0,9375.0,50.0
4110,100.0,10312.5,-50.0
4111,100.0,10312.5,-25.0
4112,100.0,10312.5,0.0
4113,100.0,10312.5,25.0
4114,100.0,10312.5,50.0
4120,100.0,11250.0,-50.0
4121,100.0,11250.0,-25.0
4122,100.0,11250.0,0.0
4123,100.0,11250.0,25.0
4124,100.0,11250.0,50.0
4130,100.0,12187.5,-50.0
4131,100.0,12187.5,-25.0
4132,100.0,12187.5,0.0
4133,100.0,12187.5,25.0
4134,100.0,12187.5,50.0
4140,100.0,13125.0,-50.0
4141,100.0,13125.0,-25.0
4142,100.0,13125.0,0.0
4143,100.0,13125.0,25.0
4144,100.0,13125.0,50.0
4150,100.0,14062.5,-50.0
4151,100.0,14062.5,-25.0
4152,100.0,14062.5,0.0
4153,100.0,14062.5,25.0
4154,100.0,14062.5,50.0
4160,100.0,15000.0,-50.0
4161,100.0,15000.0,-25.0
4162,100.0,15000.0,0.0
4163,100.0,15000.0,25.0
4164,100.0,15000.0,50.0
500,120.0,0.0,-50.0
501,120.0,0.0,-25.0
502,120.0,0.0,0.0
503,120.0,0.0,25.0
504,120.0,0.0,50.0
510,120.0,937.5,-50.0
511,120.0,937.5,-25.0
512,120.0,937.5,0.0
513,120.0,937.5,25.0
514,120.0,937.5,50.0
520,120.0,1875.0,-50.0
521,120.0,1875.0,-25.0
522,120.0,1875.0,0.0
523,120.0,1875.0,25.0
524,120.0,1875.0,50.0
530,120.0,2812.5,-50.0
531,120.0,2812.5,-25.0
532,120.0,2812.5,0.0
533,120.0,2812.5,25.0
534,120.0,2812.5,50.0
540,120.0,3750.0,-50.0
541,120.0,3750.0,-25.0
542,120.0,3750.0,0.0
543,120.0,3750.0,25.0
544,120.0,3750.0,50.0
550,120.0,4687.5,-50.0
551,120.0,4687.5,-25.0
552,120.0,4687.5,0.0
553,120.0,4687.5,25.0
554,120.0,4687.5,50.0
560,120.0,5625.0,-50.0
561,120.0,5625.0,-25.0
562,120.0,5625.0,0.0
563,120.0,5625.0,25.0
564,120.0,5625.0,50.0
570,120.0,6562.5,-50.0
571,120.0,6562.5,-25.0
572,120.0,6562.5,0.0
573,120.0,6562.5,25.0
574,120.0,6562.5,50.0
580,120.0,7500.0,-50.0
581,120.0,7500.0,-25.0
582,120.0,7500.0,0.0
583,120.0,7500.0,25.0
584,120.0,7500.0,50.0
590,120.0,8437.5,-50.0
591,120.0,8437.5,-25.0
592,120.0,8437.5,0.0
593,120.0,8437.5,25.0
594,120.0,8437.5,50.0
5100,120.0,9375.0,-50.0
5101,120.0,9375.0,-25.0
5102,120.0,9375.0,0.0
5103,120.0,9375.0,25.0
5104,120.0,9375.0,50.0
5110,120.0,10312.5,-50.0
5111,120.0,10312.5,-25.0
5112,120.0,10312.5,0.0
5113,120.0,10312.5,25.0
5114,120.0,10312.5,50.0
5120,120.0,11250.0,-50.0
5121,120.0,11250.0,-25.0
5122,120.0,11250.0,0.0
5123,120.0,11250.0,25.0
5124,120.0,11250.0,50.0
5130,120.0,12187.5,-50.0
5131,120.0,12187.5,-25.0
5132,120.0,12187.5,0.0
5133,120.0,12187.5,25.0
5134,120.0,12187.5,50.0
5140,120.0,13125.0,-50.0
5141,120.0,13125.0,-25.0
5142,120.0,13125.0,0.0
5143,120.0,13125.0,25.0
5144,120.0,13125.0,50.0
5150,120.0,14062.5,-50.0
5151,120.0,14062.5,-25.0
5152,120.0,14062.5,0.0
5153,120.0,14062.5,25.0
5154,120.0,14062.5,50.0
5160,120.0,15000.0,-50.0
5161,120.0,15000.0,-25.0
5162,120.0,15000.0,0.0
5163,120.0,15000.0,25.0
5164,120.0,15000.0,50.0
600,140.0,0.0,-50.0
601,140.0,0.0,-25.0
602,140.0,0.0,0.0
603,140.0,0.0,25.0
604,140.0,0.0,50.0
610,140.0,937.5,-50.0
611,140.0,937.5,-25.0
612,140.0,937.5,0.0
613,140.0,937.5,25.0
614,140.0,937.5,50.0
620,140.0,1875.0,-50.0
621,140.0,1875.0,-25.0
622,140.0,1875.0,0.0
623,140.0,1875.0,25.0
624,140.0,1875.0,50.0
630,140.0,2812.5,-50.0
631,140.0,2812.5,-25.0
632,140.0,2812.5,0.0
633,140.0,2812.5,25.0
634,140.0,2812.5,50.0
640,140.0,3750.0,-50.0
641,140.0,3750.0,-25.0
642,140.0,3750.0,0.0
643,140.0,3750.0,25.0
644,140.0,3750.0,50.0
650,140.0,4687.5,-50.0
651,140.0,4687.5,-25.0
652,140.0,4687.5,0.0
653,140.0,4687.5,25.0
654,140.0,4687.5,50.0
660,140.0,5625.0,-50.0
661,140.0,5625.0,-25.0
662,140.0,5625.0,0.0
663,140.0,5625.0,25.0
664,140.0,5625.0,50.0
670,140.0,6562.5,-50.0
671,140.0,6562.5,-25.0
672,140.0,6562.5,0.0
673,140.0,6562.5,25.0
674,140.0,6562.5,50.0
680,140.0,7500.0,-50.0
681,140.0,7500.0,-25.0
682,140.0,7500.0,0.0
683,140.0,7500.0,25.0
684,140.0,7500.0,50.0
690,140.0,8437.5,-50.0
691,140.0,8437.5,-25.0
692,140.0,8437.5,0.0
693,140.0,8437.5,25.0
694,140.0,8437.5,50.0
6100,140.0,9375.0,-50.0
6101,140.0,9375.0,-25.0
6102,140.0,9375.0,0.0
6103,140.0,9375.0,25.0
6104,140.0,9375.0,50.0
6110,140.0,10312.5,-50.0
6111,140.0,10312.5,-25.0
6112,140.0,10312.5,0.0
6113,140.0,10312.5,25.0
6114,140.0,10312.5,50.0
6120,140.0,11250.0,-50.0
6121,140.0,11250.0,-25.0
6122,140.0,11250.0,0.0
6123,140.0,11250.0,25.0
6124,140.0,11250.0,50.0
6130,140.0,12187.5,-50.0
6131,140.0,12187.5,-25.0
6132,140.0,12187.5,0.0
6133,140.0,12187.5,25.0
6134,140.0,12187.5,50.0
6140,140.0,13125.0,-50.0
6141,140.0,13125.0,-25.0
6142,140.0,13125.0,0.0
6143,140.0,13125.0,25.0
6144,140.0,13125.0,50.0
6150,140.0,14062.5,-50.0
6151,140.0,14062.5,-25.0
6152,140.0,14062.5,0.0
6153,140.0,14062.5,25.0
6154,140.0,14062.5,50.0
6160,140.0,15000.0,-50.0
6161,140.0,15000.0,-25.0
6162,140.0,15000.0,0.0
6163,140.0,15000.0,25.0
6164,140.0,15000.0,50.0
700,160.0,0.0,-50.0
701,160.0,0.0,-25.0
702,160.0,0.0,0.0
703,160.0,0.0,25.0
704,160.0,0.0,50.0
710,160.0,937.5,-50.0
711,160.0,937.5,-25.0
712,160.0,937.5,0.0
713,160.0,937.5,25.0
714,160.0,937.5,50.0
720,160.0,1875.0,-50.0
721,160.0,1875.0,-25.0
722,160.0,1875.0,0.0
723,160.0,1875.0,25.0
724,160.0,1875.0,50.0
730,160.0,2812.5,-50.0
731,160.0,2812.5,-25.0
732,160.0,2812.5,0.0
733,160.0,2812.5,25.0
734,160.0,2812.5,50.0
740,160.0,3750.0,-50.0
741,160.0,3750.0,-25.0
742,160.0,3750.0,0.0
743,160.0,3750.0,25.0
744,160.0,3750.0,50.0
750,160.0,4687.5,-50.0
751,160.0,4687.5,-25.0
752,160.0,4687.5,0.0
753,160.0,4687.5,25.0
754,160.0,4687.5,50.0
760,160.0,5625.0,-50.0
761,160.0,5625.0,-25.0
762,160.0,5625.0,0.0
763,160.0,5625.0,25.0
764,160.0,5625.0,50.0
770,160.0,6562.5,-50.0
771,160.0,6562.5,-25.0
772,160.0,6562.5,0.0
773,160.0,6562.5,25.0
774,160.0,6562.5,50.0
780,160.0,7500.0,-50.0
781,160.0,7500.0,-25.0
782,160.0,7500.0,0.0
783,160.0,7500.0,25.0
784,160.0,7500.0,50.0
790,160.0,8437.5,-50.0
791,160.0,8437.5,-25.0
792,160.0,8437.5,0.0
793,160.0,8437.5,25.0
794,160.0,8437.5,50.0
7100,160.0,9375.0,-50.0
7101,160.0,9375.0,-25.0
7102,160.0,9375.0,0.0
7103,160.0,9375.0,25.0
7104,160.0,9375.0,50.0
7110,160.0,10312.5,-50.0
7111,160.0,10312.5,-25.0
7112,160.0,10312.5,0.0
7113,160.0,10312.5,25.0
7114,160.0,10312.5,50.0
7120,160.0,11250.0,-50.0
7121,160.0,11250.0,-25.0
7122,160.0,11250.0,0.0
7123,160.0,11250.0,25.0
7124,160.0,11250.0,50.0
7130,160.0,12187.5,-50.0
7131,160.0,12187.5,-25.0
7132,160.0,12187.5,0.0
7133,160.0,12187.5,25.0
7134,160.0,12187.5,50.0
7140,160.0,13125.0,-50.0
7141,160.0,13125.0,-25.0
7142,160.0,13125.0,0.0
7143,160.0,13125.0,25.0
7144,160.0,13125.0,50.0
7150,160.0,14062.5,-50.0
7151,160.0,14062.5,-25.0
7152,160.0,14062.5,0.0
7153,160.0,14062.5,25.0
7154,160.0,14062.5,50.0
7160,160.0,15000.0,-50.0
7161,160.0,15000.0,-25.0
7162,160.0,15000.0,0.0
7163,160.0,15000.0,25.0
7164,160.0,15000.0,50.0
800,180.0,0.0,-50.0
801,180.0,0.0,-25.0
802,180.0,0.0,0.0
803,180.0,0.0,25.0
804,180.0,0.0,50.0
810,180.0,937.5,-50.0
811,180.0,937.5,-25.0
812,180.0,937.5,0.0
813,180.0,937.5,25.0
814,180.0,937.5,50.0
820,180.0,1875.0,-50.0
821,180.0,1875.0,-25.0
822,180.0,1875.0,0.0
823,180.0,1875.0,25.0
824,180.0,1875.0,50.0
830,180.0,2812.5,-50.0
831,180.0,2812.5,-25.0
832,180.0,2812.5,0.0
833,180.0,2812.5,25.0
834,180.0,2812.5,50.0
840,180.0,3750.0,-50.0
841,180.0,3750.0,-25.0
842,180.0,3750.0,0.0
843,180.0,3750.0,25.0
844,180.0,3750.0,50.0
850,180.0,4687.5,-50.0
851,180.0,4687.5,-25.0
852,180.0,4687.5,0.0
853,180.0,4687.5,25.0
854,180.0,4687.5,50.0
860,180.0,5625.0,-50.0
861,180.0,5625.0,-25.0
862,180.0,5625.0,0.0
863,180.0,5625.0,25.0
864,180.0,5625.0,50.0
870,180.0,6562.5,-50.0
871,180.0,6562.5,-25.0
872,180.0,6562.5,0.0
873,180.0,6562.5,25.0
874,180.0,6562.5,50.0
880,180.0,7500.0,-50.0
881,180.0,7500.0,-25.0
882,180.0,7500.0,0.0
883,180.0,7500.0,25.0
884,180.0,7500.0,50.0
890,180.0,8437.5,-50.0
891,180.0,8437.5,-25.0
892,180.0,8437.5,0.0
893,180.0,8437.5,25.0
894,180.0,8437.5,50.0
8100,180.0,9375.0,-50.0
8101,180.0,9375.0,-25.0
8102,180.0,9375.0,0.0
8103,180.0,9375.0,25.0
8104,180.0,9375.0,50.0
8110,180.0,10312.5,-50.0
8111,180.0,10312.5,-25.0
8112,180.0,10312.5,0.0
8113,180.0,10312.5,25.0
8114,180.0,10312.5,50.0
8120,180.0,11250.0,-50.0
8121,180.0,11250.0,-25.0
8122,180.0,11250.0,0.0
8123,180.0,11250.0,25.0
8124,180.0,11250.0,50.0
8130,180.0,12187.5,-50.0
8131,180.0,12187.5,-25.0
8132,180.0,12187.5,0.0
8133,180.0,12187.5,25.0
8134,180.0,12187.5,50.0
8140,180.0,13125.0,-50.0
8141,180.0,13125.0,-25.0
8142,180.0,13125.0,0.0
8143,180.0,13125.0,25.0
8144,180.0,13125.0,50.0
8150,180.0,14062.5,-50.0
8151,180.0,14062.5,-25.0
8152,180.0,14062.5,0.0
8153,180.0,14062.5,25.0
8154,180.0,14062.5,50.0
8160,180.0,15000.0,-50.0
8161,180.0,15000.0,-25.0
8162,180.0,15000.0,0.0
8163,180.0,15000.0,25.0
8164,180.0,15000.0,50.0
900,200.0,0.0,-50.0
901,200.0,0.0,-25.0
902,200.0,0.0,0.0
903,200.0,0.0,25.0
904,200.0,0.0,50.0
910,200.0,937.5,-50.0
911,200.0,937.5,-25.0
912,200.0,937.5,0.0
913,200.0,937.5,25.0
914,200.0,937.5,50.0
920,200.0,1875.0,-50.0
921,200.0,1875.0,-25.0
922,200.0,1875.0,0.0
923,200.0,1875.0,25.0
924,200.0,1875.0,50.0
930,200.0,2812.5,-50.0
931,200.0,2812.5,-25.0
932,200.0,2812.5,0.0
933,200.0,2812.5,25.0
934,200.0,2812.5,50.0
940,200.0,3750.0,-50.0
941,200.0,3750.0,-25.0
942,200.0,3750.0,0.0
943,200.0,3750.0,25.0
944,200.0,3750.0,50.0
950,200.0,4687.5,-50.0
951,200.0,4687.5,-25.0
952,200.0,4687.5,0.0
953,200.0,4687.5,25.0
954,200.0,4687.5,50.0
960,200.0,5625.0,-50.0
961,200.0,5625.0,-25.0
962,200.0,5625.0,0.0
963,200.0,5625.0,25.0
964,200.0,5625.0,50.0
970,200.0,6562.5,-50.0
971,200.0,6562.5,-25.0
972,200.0,6562.5,0.0
973,200.0,6562.5,25.0
974,200.0,6562.5,50.0
980,200.0,7500.0,-50.0
981,200.0,7500.0,-25.0
982,200.0,7500.0,0.0
983,200.0,7500.0,25.0
984,200.0,7500.0,50.0
990,200.0,8437.5,-50.0
991,200.0,8437.5,-25.0
992,200.0,8437.5,0.0
993,200.0,8437.5,25.0
994,200.0,8437.5,50.0
9100,200.0,9375.0,-50.0
9101,200.0,9375.0,-25.0
9102,200.0,9375.0,0.0
9103,200.0,9375.0,25.0
9104,200.0,9375.0,50.0
9110,200.0,10312.5,-50.0
9111,200.0,10312.5,-25.0
9112,200.0,10312.5,0.0
9113,200.0,10312.5,25.0
9114,200.0,10312.5,50.0
9120,200.0,11250.0,-50.0
9121,200.0,11250.0,-25.0
9122,200.0,11250.0,0.0
9123,200.0,11250.0,25.0
9124,200.0,11250.0,50.0
9130,200.0,12187.5,-50.0
9131,200.0,12187.5,-25.0
9132,200.0,12187.5,0.0
9133,200.0,12187.5,25.0
9134,200.0,12187.5,50.0
9140,200.0,13125.0,-50.0
9141,200.0,13125.0,-25.0
9142,200.0,13125.0,0.0
9143,200.0,13125.0,25.0
9144,200.0,13125.0,50.0
9150,200.0,14062.5,-50.0
9151,200.0,14062.5,-25.0
9152,200.0,14062.5,0.0
9153,200.0,14062.5,25.0
9154,200.0,14062.5,50.0
9160,200.0,15000.0,-50.0
9161,200.0,15000.0,-25.0
9162,200.0,15000.0,0.0
9163,200.0,15000.0,25.0
9164,200.0,15000.0,50.0
1000,220.0,0.0,-50.0
1001,220.0,0.0,-25.0
1002,220.0,0.0,0.0
1003,220.0,0.0,25.0
1004,220.0,0.0,50.0
1010,220.0,937.5,-50.0
1011,220.0,937.5,-25.0
1012,220.0,937.5,0.0
1013,220.0,937.5,25.0
1014,220.0,937.5,50.0
1020,220.0,1875.0,-50.0
1021,220.0,1875.0,-25.0
1022,220.0,1875.0,0.0
1023,220.0,1875.0,25.0
1024,220.0,1875.0,50.0
1030,220.0,2812.5,-50.0
1031,220.0,2812.5,-25.0
1032,220.0,2812.5,0.0
1033,220.0,2812.5,25.0
1034,220.0,2812.5,50.0
1040,220.0,3750.0,-50.0
1041,220.0,3750.0,-25.0
1042,220.0,3750.0,0.0
1043,220.0,3750.0,25.0
1044,220.0,3750.0,50.0
1050,220.0,4687.5,-50.0
1051,220.0,4687.5,-25.0
1052,220.0,4687.5,0.0
1053,220.0,4687.5,25.0
1054,220.0,4687.5,50.0
1060,220.0,5625.0,-50.0
1061,220.0,5625.0,-25.0
1062,220.0,5625.0,0.0
1063,220.0,5625.0,25.0
1064,220.0,5625.0,50.0
1070,220.0,6562.5,-50.0
1071,220.0,6562.5,-25.0
1072,220.0,6562.5,0.0
